id,x1,x2,x3,x4,c,y,delta
93,1,-1,0,-1.357459219,19.34222993,1.378706998,1
94,1,-3,1,1.726714285,26.89948838,0.032703593,1
95,1,0,0,0.528219039,0.70620259,0.70620259,0
96,0,4,0,0.40706279,26.46645221,26.46645221,0
97,1,1,0,0.839357768,28.66471329,3.170458495,1
98,0,4,1,0.007769072,9.744027879,3.975158206,1
99,0,1,0,1.954991823,25.50505555,2.038030858,1
100,1,5,0,-1.327820799,13.03954871,13.03954871,0
101,0,1,1,1.456972106,7.800111528,0.440953185,1
102,0,-1,1,-0.938638942,3.573727123,2.085159861,1
103,0,4,0,0.884828624,7.166880788,7.166880788,0
104,0,-2,0,-0.740297115,16.8925674,1.127623573,1
105,1,-5,0,0.93364285,17.0104318,0.016934324,1
106,0,2,1,0.262497986,23.25333972,1.782795617,1
107,0,0,1,-1.414618386,21.04913156,3.223119577,1
108,1,4,1,0.356709112,0.283558667,0.283558667,0
109,1,5,1,0.224178254,29.27119918,21.7387972,1
110,0,-1,1,0.811203687,15.47398,0.178230108,1
111,1,1,1,1.780595574,21.03253745,1.047142316,1
112,1,-2,0,-0.565109693,1.180920757,0.70260593,1
113,0,5,0,-1.600278352,21.23684112,21.23684112,0
114,1,-2,0,-0.958032652,15.66271306,0.774868816,1
115,0,4,1,-0.497704874,3.0184034,3.0184034,0
116,0,-4,1,1.418836917,0.569414904,0.026174945,1
117,1,-4,0,0.367723538,6.397524637,0.031841493,1
118,0,-4,0,-0.966999349,9.099130186,0.408328288,1
119,1,-4,0,-0.790673382,19.54117875,0.106182413,1
120,1,0,1,1.549378458,23.13913425,0.36299504,1
121,1,4,1,0.873490042,18.92026753,6.509044515,1
122,0,-4,1,-0.466337593,14.39942514,0.228356833,1
123,1,5,0,-0.209493729,28.82845779,28.82845779,0
124,0,-1,0,0.936750909,29.60563129,0.874977171,1
125,1,4,0,-0.810436346,29.89221489,29.89221489,0
126,0,3,0,0.594157031,3.975229135,3.975229135,0
127,1,2,0,-0.195388469,17.24223322,2.194990023,1
128,0,1,1,-0.169131992,5.557932984,2.750113658,1
129,0,-4,1,-1.322481418,19.73148019,0.386503244,1
130,1,3,1,1.40090768,26.06013505,2.677135477,1
131,0,4,1,1.206681331,18.77301178,7.812116037,1
132,0,-3,1,1.061410613,4.897681859,0.100020548,1
133,1,-3,0,-0.107386004,25.09596544,0.317337669,1
134,0,-3,0,0.108437893,8.455497155,0.177179558,1
135,0,1,0,-2.3484259,7.315529776,7.315529776,0
136,0,-3,1,-0.926530728,11.9239336,0.286034925,1
137,0,2,1,2.221304779,29.63638098,0.87427847,1
138,1,5,0,-0.275412203,17.44989112,17.44989112,0
139,1,-1,1,0.508666198,27.35592934,0.335638283,1
140,0,2,0,0.422317673,10.65691217,1.839308732,1
141,0,0,1,-1.925503932,22.02560568,6.114904978,1
142,1,2,0,0.054831323,5.199142923,5.199142923,0
143,1,4,1,0.991117088,4.774498951,4.774498951,0
144,1,3,0,-0.732488247,5.730103212,5.730103212,0
145,1,3,1,2.479429801,1.075265994,1.075265994,0
146,1,-4,0,1.038962986,3.930686305,0.01791375,1
147,1,-5,1,0.398756898,9.562806271,0.013609537,1
148,1,4,1,2.831518762,8.302856523,2.347297669,1
149,1,-3,1,-0.300210442,7.175586282,0.113063822,1
150,0,-1,0,-0.788547668,29.76441517,0.541908762,1
151,1,-4,0,0.092608002,16.11839299,0.19477607,1
152,0,-2,0,-0.190528073,1.633181053,0.374116549,1
153,0,-1,1,0.729654844,15.47215022,0.447463164,1
154,0,-3,1,-1.089963576,1.55734862,0.031605968,1
155,0,0,1,0.206992895,8.756277517,1.212270777,1
156,0,-2,0,-0.140056545,20.36049042,0.203858491,1
157,0,-4,1,-0.90346214,23.98459197,0.183295188,1
158,1,0,1,1.705999776,19.55903672,0.322303397,1
159,1,-3,0,-0.157269985,26.9050193,0.444894366,1
160,0,4,0,-0.021829961,26.19793501,26.19793501,0
161,0,0,0,-0.953369533,17.77269165,3.549554904,1
162,1,-2,1,-0.309442461,15.21592378,0.327988892,1
163,0,4,0,-1.217628663,17.69247613,17.69247613,0
164,1,3,1,-1.938497787,16.2138902,16.2138902,0
165,0,-3,1,1.890630255,15.0456708,0.041105682,1
166,0,0,1,-0.240759379,19.84996181,1.832970812,1
167,0,4,0,-1.011505483,1.998669051,1.998669051,0
168,0,-3,0,-1.357329923,4.333845468,0.707689209,1
169,0,-4,0,-0.413997488,23.42263009,0.110515105,1
170,1,4,0,0.470583995,17.25098999,17.25098999,0
171,0,-2,1,-1.22053027,2.558884823,1.907045488,1
172,1,-3,0,-1.345623198,5.397620383,0.963734964,1
173,0,1,1,-0.025434369,3.731759938,3.731759938,0
174,0,2,1,-1.24040619,17.30781642,2.878218326,1
175,1,-5,1,1.27484357,22.4157516,0.000499804,1
176,0,2,1,-0.016674112,16.74011965,4.262325081,1
177,0,-2,1,0.364063192,18.19335445,0.069448906,1
178,1,-1,0,1.928362747,19.99102212,0.625691614,1
179,0,-5,1,-0.006422021,12.23826669,0.035323302,1
180,1,2,1,1.839335901,12.26699593,2.10547859,1
181,1,-4,1,1.28317858,22.53549224,0.021027741,1
182,0,3,0,0.025731856,13.4849181,13.4849181,0
183,0,-2,1,-0.202195957,26.67365306,0.541308134,1
184,0,0,1,-0.396074552,8.584855918,0.692317718,1
185,1,2,1,1.656295404,6.97162777,3.459472694,1
186,0,-2,0,0.763988756,14.28915025,0.687472034,1
187,0,2,0,0.589122062,18.93935431,3.868307675,1
188,0,-1,0,-0.921712585,9.457415657,4.168900228,1
189,1,5,1,-0.422227823,17.5083173,17.5083173,0
190,0,2,1,-2.175425982,8.255846549,8.255846549,0
191,0,1,0,2.231786269,5.137575301,1.007764214,1
192,0,0,1,1.132006325,14.40227261,0.868385257,1
193,1,-5,1,-1.047963722,10.76374733,0.08834011,1
194,0,-2,1,-1.267759043,19.94788868,2.377725282,1
195,0,-2,1,1.334824762,13.49300957,0.29169231,1
196,0,-2,1,0.535908672,14.75515446,0.385771668,1
197,0,-4,0,1.082232364,4.807206213,0.147033936,1
198,0,3,1,0.805563735,9.187714602,9.187714602,0
199,0,1,0,-0.07346636,14.41888159,4.508231306,1
200,0,-2,1,0.175590194,17.28327383,0.244200292,1
201,0,3,1,-1.102819346,0.043713266,0.043713266,0
202,0,-4,1,-1.433379275,29.43458864,0.270273023,1
203,0,5,1,0.272332808,2.509754556,2.509754556,0
204,0,4,1,-0.145017808,29.90036116,29.90036116,0
205,1,-4,1,-1.027330971,21.31666634,0.046245657,1
206,0,5,0,0.210284352,8.501389925,8.501389925,0
207,0,-2,0,0.291870192,4.408094727,0.763168113,1
208,1,5,0,1.322722253,11.32538038,8.203008645,1
209,0,0,0,3.21625569,7.948630792,0.143100974,1
210,0,2,0,-2.035061442,26.04575854,26.04575854,0
211,1,-4,0,0.008637505,8.212793986,0.343126294,1
212,1,3,1,-0.669941379,17.22874096,17.22874096,0
213,0,2,0,0.552396467,12.9068566,12.52266361,1
214,0,-3,0,-1.242532481,1.433388179,0.737736356,1
215,0,2,1,1.810337371,21.34233754,1.821692134,1
216,0,-4,0,-1.585534213,4.41664987,0.420337476,1
217,1,2,0,0.219747182,1.915282644,1.915282644,0
218,0,-1,1,-1.179234231,11.81267095,0.317563195,1
219,0,3,0,-0.245716871,14.54260763,5.662829981,1
220,1,4,0,0.214232751,19.52016765,9.723140965,1
221,1,-3,1,2.405905919,21.55248701,0.043150097,1
222,1,2,1,-0.517041901,8.735234309,5.17644879,1
223,0,-3,0,-0.273841317,13.15005686,0.166672456,1
224,1,-5,0,0.284609624,19.59636019,0.013175471,1
225,1,5,1,-0.274331643,13.11297293,13.11297293,0
226,1,2,0,-1.924942868,22.56709112,1.673142037,1
227,1,-2,0,0.691890537,10.12219258,0.426651013,1
228,1,-1,0,-1.591192389,1.67033884,0.862403985,1
229,0,-1,0,-0.30984341,9.009764423,3.196135935,1
230,0,-1,0,-0.25209161,28.80419006,1.330603867,1
231,0,-1,0,-0.749989096,9.501474691,1.807096669,1
232,0,1,1,0.48864416,2.152458513,1.939587491,1
233,1,4,1,-0.820645885,3.783957653,3.783957653,0
234,1,-3,1,2.358401083,24.60738148,0.014877891,1
235,0,-1,0,-0.446423936,12.39139956,2.115696132,1
236,0,0,0,1.228796737,5.155451868,1.489327522,1
237,1,-1,1,0.397880988,1.04952612,0.189486052,1
238,1,-2,0,0.134336027,3.284626699,0.136785054,1
239,0,1,1,-0.250989394,9.4591695,5.815719458,1
240,0,2,1,-0.034314321,7.220471646,7.220471646,0
241,0,2,0,-0.580167618,11.9605207,11.9605207,0
242,0,4,1,0.612013789,17.79024145,9.988757575,1
243,1,0,1,-0.17603705,11.63251069,1.521232697,1
244,1,-2,0,0.881260922,11.70199155,0.231095583,1
245,0,3,0,-1.911943102,16.26642462,16.26642462,0
246,0,-2,1,0.048609694,8.501152536,0.247197063,1
247,0,3,0,-1.067648778,23.70845516,23.70845516,0
248,1,-3,0,-0.068919668,24.53661694,0.357929327,1
249,1,2,1,-1.754260553,12.40482005,12.40482005,0
250,0,-4,0,0.366607177,21.25719499,0.015365303,1
251,0,-5,0,0.089894039,25.01244633,0.129748257,1
252,0,4,0,-0.57804031,8.333552436,2.82219657,1
253,1,-3,0,-0.741131068,28.0532575,0.61357769,1
254,1,5,1,-0.025465238,24.34812994,10.62807552,1
255,1,0,0,0.598747887,9.271844574,2.793136165,1
256,0,0,1,-0.322241972,17.25357088,0.581304229,1
257,1,2,1,-1.939006671,17.18620294,15.95297384,1
258,1,3,1,-1.138039409,13.7198986,13.7198986,0
259,1,4,1,0.857563283,18.03558958,18.03558958,0
260,1,-1,0,-1.535546324,18.01289696,1.334654285,1
261,0,-4,1,-2.028103819,7.492148622,0.842159489,1
262,1,3,1,-0.872947346,3.024574807,3.024574807,0
263,1,-2,1,-1.145753635,0.364810419,0.364810419,0
264,1,1,1,1.395696123,14.73126321,0.398183264,1
265,0,3,1,-0.450568417,13.81653992,12.42831518,1
266,0,-3,1,1.10373326,15.2481964,0.102452455,1
267,1,-5,0,-1.813468602,0.478017675,0.152392056,1
268,0,2,0,-0.46196845,23.37431959,21.15870992,1
269,1,1,0,2.387473207,19.88328153,1.126556202,1
270,1,-5,1,1.041159632,23.8623977,0.005329885,1
271,1,-2,1,-0.174090452,4.512384951,0.41557993,1
272,1,-4,1,-0.310146405,10.30697056,0.037112444,1
273,0,-3,0,-1.092885111,17.84563413,0.885703532,1
274,1,-3,1,1.383726458,16.58059053,0.004238381,1
275,1,3,0,-1.116286166,8.016231176,8.016231176,0
276,1,-1,0,1.312034319,23.91729413,0.329216004,1
277,0,-2,0,-1.736242428,7.103581619,3.417645278,1
278,0,-1,0,-1.48023527,3.710122635,0.586075296,1
279,0,3,0,2.134644323,23.24820245,3.218251934,1
280,1,4,0,-0.16350324,11.28307595,11.28307595,0
281,0,2,1,0.12300633,17.21207836,11.38690883,1
282,1,-2,1,0.616998011,27.44309168,0.423350247,1
283,1,5,1,-0.091391372,0.027167033,0.027167033,0
284,1,4,0,-0.017165525,8.697816096,8.697816096,0
285,0,1,0,1.258622207,1.044739285,1.044739285,0
286,0,-2,0,1.08997256,4.316969065,0.354712944,1
287,0,2,1,1.05703576,18.14857167,3.950005858,1
288,1,-1,0,0.57413469,22.43362797,0.906166244,1
289,1,3,0,0.191584217,10.02618412,10.02618412,0
290,0,5,1,-0.102075386,5.054216317,5.054216317,0
291,1,-4,0,0.307570108,10.45843269,0.115471637,1
292,0,-3,1,-0.521263153,2.728362491,0.415383593,1
293,1,-4,0,0.027254791,26.63145661,0.116599656,1
294,1,5,1,-0.51468979,25.52175742,25.52175742,0
295,0,3,1,-0.049121581,10.8408475,2.947364853,1
296,0,-3,1,-0.932553606,16.14104548,0.283471199,1
297,1,2,1,-0.065853483,19.6030148,1.536753656,1
298,1,0,0,-2.301491864,27.27135936,20.00904399,1
299,0,3,1,0.200899239,20.95683753,14.68134826,1
300,0,-1,1,-0.890482327,14.47074892,2.883947422,1
301,1,4,0,1.402821487,17.29837732,2.065518438,1
302,1,4,1,-1.372800844,17.10613595,10.12349056,1
303,0,-3,0,0.881941866,17.47590101,0.028794165,1
304,1,3,1,-0.206805537,21.78110566,11.02341626,1
305,0,4,1,2.612752169,4.291600187,2.562835604,1
306,1,4,1,0.418329893,9.966210311,9.966210311,0
307,0,2,1,-0.639679962,12.41628153,7.87079073,1
308,1,5,1,1.144559909,25.43243644,1.359139286,1
309,0,-4,0,0.764964095,0.84927778,0.0955969,1
310,0,-1,1,0.219898036,1.838821198,0.358871565,1
311,1,-4,0,-0.853292592,22.59151274,0.572071058,1
312,0,-3,0,-0.162887013,13.12314795,0.236817027,1
313,1,0,1,0.567151862,10.00990097,0.627407869,1
314,1,-1,1,-0.391955125,12.14409876,0.255048255,1
315,1,1,0,-0.51354656,8.577221087,4.971576931,1
316,0,-1,0,0.081625822,16.09892035,0.685487704,1
317,0,-5,0,-0.909183625,18.76863417,0.104929903,1
318,1,5,0,-0.05855307,1.590228702,1.590228702,0
319,0,2,1,-0.588214488,2.687419094,2.687419094,0
320,1,1,0,-0.65166423,8.76440292,3.349118094,1
321,1,4,0,0.556559326,2.336016472,2.336016472,0
322,1,3,0,0.474165852,22.67298477,3.455666819,1
323,1,3,1,-0.657387387,8.149471299,8.149471299,0
324,0,1,0,1.229613729,29.09462282,6.051862379,1
325,1,0,1,-0.455351882,22.68721003,1.363757096,1
326,1,-5,1,0.097914572,24.55165034,0.096175557,1
327,0,-1,1,0.119714163,12.70222695,0.528423121,1
328,0,-5,0,-0.60616289,1.626409774,0.033766927,1
329,0,-2,0,1.571904648,21.66271476,0.220198721,1
330,1,-4,0,1.026668334,25.44744771,0.104998196,1
331,1,-4,0,-0.037348851,14.8650475,0.051157615,1
332,0,0,0,-0.447291036,18.21844991,6.495517293,1
333,1,0,1,0.861160333,27.52937196,0.270671041,1
334,0,-3,1,-0.630071574,5.53609316,0.431654679,1
335,1,0,0,0.138648988,23.6028838,0.110696551,1
336,1,-3,0,-0.355638141,9.984887657,0.091128333,1
337,1,-3,1,0.793213198,7.166818574,0.083759631,1
338,0,4,1,-1.546299356,26.35048574,26.35048574,0
339,1,1,1,0.113087082,17.15539349,1.702898923,1
340,0,-2,1,1.462384619,28.64526539,0.087603643,1
341,1,-4,1,-0.123608238,16.83865255,0.102717464,1
342,1,0,0,0.719486576,29.88693711,1.362745923,1
343,0,-3,1,-0.326932037,21.15091563,0.26328552,1
344,1,4,0,-0.988641637,14.04406917,14.04406917,0
345,1,1,1,0.378816958,23.86085087,3.532579275,1
346,0,-1,0,-0.257261909,7.089603671,2.256295157,1
347,0,1,0,-0.436194682,23.41099322,8.343520026,1
348,0,-3,0,-0.23343362,15.9662622,0.139367216,1
349,0,3,0,-0.17508146,13.07143326,12.88897246,1
350,1,2,1,-0.257703126,16.59449191,10.82616961,1
351,0,-3,1,0.040782659,4.353600803,0.053661856,1
352,1,-3,0,-1.563183587,11.84512524,0.293791871,1
353,0,-2,0,0.478014215,9.299881817,0.918885313,1
354,1,-4,0,1.09483507,12.00912387,0.053839213,1
355,0,0,0,0.359624645,12.95281498,2.905711188,1
356,0,0,0,-1.702222469,6.160915063,3.115615301,1
357,0,-2,0,0.337799099,11.50542103,0.470412376,1
358,0,-2,0,-0.437209763,28.40415285,0.678833098,1
359,0,4,1,-0.403228683,28.64767031,23.85429751,1
360,0,1,0,-0.251669984,17.86252593,3.624274203,1
361,0,-2,0,-0.752541262,11.12907798,0.279093945,1
362,1,-2,1,-0.231550937,5.221410964,0.129686273,1
363,0,-5,0,0.543838518,22.48650725,0.03946707,1
364,1,2,1,-0.475844086,4.952170998,4.952170998,0
365,1,-3,0,0.041162445,26.32051486,0.160666099,1
366,1,5,1,-1.652302096,2.925990466,2.925990466,0
367,1,3,0,1.67003258,27.89260971,5.651424796,1
368,0,0,0,0.698831454,21.01259796,0.317593503,1
369,0,-4,1,-0.070176414,21.26698989,0.07873154,1
370,0,2,1,-0.166797854,9.551367662,6.490259534,1
371,1,0,0,-0.557746006,8.909989705,4.418655151,1
372,0,1,1,1.703681983,8.575035506,0.314141149,1
373,1,3,0,-1.623291403,23.88984675,4.853498642,1
374,0,-2,1,-1.291900877,15.0736856,1.839780043,1
375,1,3,1,1.081756713,26.58366563,1.178741739,1
376,0,-3,1,0.353434947,22.87780896,0.173559717,1
377,1,0,0,0.768976626,1.06275416,0.182583655,1
378,1,-2,0,-0.323663305,22.72433124,0.058609645,1
379,0,-3,0,1.296784361,22.11014295,0.047623347,1
380,1,1,1,1.554563551,4.534846635,0.230618693,1
381,0,2,1,0.70838547,18.6111296,6.795069206,1
382,0,-2,0,1.24784364,0.429809368,0.429809368,0
383,0,4,0,-0.209532235,21.76816531,21.76816531,0
384,0,5,0,-1.817322529,3.006705057,3.006705057,0
385,0,3,0,-1.509369545,2.858881736,2.858881736,0
386,1,-2,0,0.102519917,27.92027893,0.546684907,1
387,0,4,1,1.06307846,24.58299931,5.292670268,1
388,0,0,0,-0.928643691,10.72331156,1.688387939,1
389,1,0,1,0.079030421,22.10189218,1.321398416,1
390,1,-1,0,-1.124934799,29.0967815,1.567332194,1
391,1,-4,0,-0.587117331,6.787377961,0.249740369,1
392,1,-1,1,2.035769648,15.33392422,0.157671486,1
393,0,0,0,-0.931442207,23.31426278,6.464366324,1
394,1,-2,1,-0.243993563,7.361320518,0.396873853,1
395,0,5,0,0.699098533,15.05159021,15.05159021,0
396,0,-3,0,0.20760105,6.342848979,0.223797596,1
397,0,-2,1,-0.084850398,17.30699019,0.422166344,1
398,1,0,1,0.998920082,8.082607244,0.548849228,1
399,1,-1,0,-1.006603763,28.98961778,1.089489683,1
400,0,2,0,1.166457466,2.864762864,0.952941103,1
401,1,0,0,-1.842335235,29.61625762,5.034864355,1
402,0,2,1,1.163731461,2.785935968,2.785935968,0
403,0,2,1,-0.618357915,21.91755642,0.702783173,1
404,1,-3,1,3.077209296,23.04516896,0.032017926,1
405,1,-3,0,-0.657951841,0.864041315,0.853049072,1
406,1,2,1,1.642781286,24.89468595,1.576507456,1
407,0,1,1,-0.508875317,27.56315901,3.030717993,1
408,1,-3,0,-0.383634765,6.601983032,0.215769529,1
409,0,-4,0,-0.833100907,27.58466818,0.277254591,1
410,0,-4,1,-1.159621744,15.81486627,0.185617027,1
411,0,3,0,-2.558314542,18.08013904,18.08013904,0
412,1,-3,0,1.501294905,6.475594018,0.056111002,1
413,1,4,0,-1.028479407,14.14499626,14.14499626,0
414,1,-2,1,-1.020530783,17.6604402,1.202430264,1
415,1,-1,0,0.615830213,28.41663515,0.895392571,1
416,0,-4,1,0.838378188,13.17678449,0.06900447,1
417,1,1,1,0.640677658,16.30155001,1.301819198,1
418,1,3,1,0.116059909,8.805241955,8.805241955,0
419,0,-4,0,-1.378284196,29.79474557,0.307784051,1
420,0,4,1,-1.038142728,26.79817053,14.56794732,1
421,0,-3,0,-0.172813011,9.961013412,0.196382153,1
422,0,4,0,1.702084647,15.4664377,15.39128018,1
423,0,-3,1,0.907443884,8.630942053,0.095739746,1
424,1,-2,1,-0.031162582,11.18634718,0.185467695,1
425,0,0,0,0.613556,26.29404119,0.410323679,1
426,1,-1,1,0.066662903,17.59896572,0.550065953,1
427,0,-4,0,-0.004406826,26.65666715,0.414149438,1
428,0,2,1,-2.683796326,20.49371667,20.17576902,1
429,1,-2,0,0.312877748,13.0684021,0.225378624,1
430,0,4,0,-0.214296175,12.61125623,12.61125623,0
431,0,-3,0,-0.257415552,16.51234757,0.459592161,1
432,0,5,0,-0.708653677,25.68081516,25.68081516,0
433,1,-2,1,-0.653243604,2.108794777,0.862501174,1
434,0,5,0,-1.454521749,19.13963553,19.13963553,0
435,1,0,0,2.365670468,28.42664473,0.719513927,1
436,1,-1,0,2.320052892,2.482800374,0.405761096,1
437,1,-2,0,-1.348183884,26.53276588,1.193329658,1
438,1,3,1,0.164031845,13.0310626,2.560443022,1
439,0,-1,0,1.957975494,16.06523075,0.533316503,1
440,1,2,1,-0.717574119,17.96006528,4.030724339,1
441,1,3,1,-0.896019553,2.080306706,2.080306706,0
442,0,1,0,-0.507053646,0.412070055,0.412070055,0
443,1,-5,1,-1.208746615,29.90565484,0.095037318,1
444,0,4,1,-0.367188348,29.10073476,20.20547728,1
445,0,-4,1,0.717942525,19.54849987,0.038223646,1
446,1,-3,0,2.703519791,8.491749773,0.039368277,1
447,1,2,1,0.137201309,1.644909235,1.644909235,0
448,0,3,0,-0.601503259,8.498903043,8.498903043,0
449,1,-1,0,2.151174412,15.68692268,0.277705125,1
450,0,-5,0,-0.060114623,10.9051873,0.102095546,1
451,1,1,1,-0.970724093,27.70940988,6.160919571,1
452,1,-2,1,0.300378824,9.924278667,0.135638267,1
453,1,-5,1,1.563961567,25.42364876,0.021944417,1
454,0,3,1,2.08325809,4.283646452,1.160798406,1
455,1,-1,0,-1.27031504,10.76401755,2.217989031,1
456,1,-2,1,1.179801207,21.63235945,0.063363559,1
457,0,-4,1,-0.410271544,24.96006578,0.011599944,1
458,0,5,0,-0.316140372,22.47736217,22.47736217,0
459,0,-3,1,-0.14664674,27.47188977,0.244338575,1
460,1,1,0,1.021017267,8.565942028,0.565438713,1
461,1,-3,0,0.358568003,16.12746933,0.243077619,1
462,1,-4,1,-0.402346589,6.08623554,0.079841529,1
463,0,-3,0,-0.242092457,22.19483716,0.085310134,1
464,1,4,1,-1.106918981,27.31050123,27.31050123,0
465,1,1,1,-0.100991036,13.1065138,3.12361471,1
466,1,2,0,-0.546325193,3.311126051,3.311126051,0
467,0,-4,0,-0.069561924,12.08468253,0.173357328,1
468,0,4,0,-0.485500322,1.512206455,1.512206455,0
469,0,3,1,0.737547786,29.83860163,5.281811395,1
470,1,0,1,-1.013716976,29.3299784,4.355515502,1
471,1,2,1,-0.577191465,0.861670459,0.861670459,0
472,0,-2,1,1.424837656,0.704591686,0.113943656,1
473,1,1,0,0.180961421,18.93727658,2.941496648,1
474,0,2,0,-1.676701647,15.16745446,15.16745446,0
475,0,-4,1,0.628471936,11.08378217,0.050494763,1
476,0,5,1,1.410247962,10.65010485,10.65010485,0
477,1,3,1,0.359691776,20.64013694,8.516045358,1
478,1,-2,1,0.570379539,24.71430891,0.239650204,1
479,1,2,0,-1.291544908,5.396790546,5.396790546,0
480,0,0,1,-0.954649128,23.06213834,4.113508695,1
481,1,4,1,1.008515921,4.135123179,4.135123179,0
